medicamento_alvo,medicamento_outro,contexto,classe,fonte,origem,confianca
unitidazin,fluoxetina,"Deve-se ter cautela na administração concomitante com: Levodopa, vasoconstritores adrenérgicos (por exemplo, efedrina e fenilefrina), inibidores da MAO, lítio, anti-hipertensivos e betabloqueadores, antiácidos e antidiarreicos, quinidina, anti-arrítmicos, tiazídicos, antidiabéticos, agentes anticolinérgicos, , fluoxetina, paroxetina, outros inibidores seletivos da recaptação de serotonina e , antidepressivos tricíclicos, antipsicóticos, barbitúricos e Fenotiazinas afetam o metabolismo de carboidratos e, portanto, podem interferir no controle de pacientes diabéticos.",1,fonte2,automatica,0.65
unoprost,varfarina,"O uso de mesilato de doxazosina junto com inibidores da PDE-5 (fosfodiesterase, medicamentos para o tratamento de dificuldades de ereção) deve ser feito com cautela já que, em alguns pacientes, pode ocorrer hipotensão sintomática (queda da pressão arterial com sintomas). in vitro (estudo de laboratório) indicam que a doxazosina não apresenta efeito sobre a ligação proteica da , varfarina, fenitoína ou .",1,fonte2,automatica,0.65
uroseptal,varfarina,"Quinolonas, incluindo norfloxacino, podem potencializar os efeitos do anticoagulante oral varfarina e seus derivados.",1,fonte2,automatica,0.65
valproato de sódio ems,ranitidina,"Medicamentos para os quais não foi detectada nenhuma interação ou com interação sem relevância , ranitidina, clorpromazina, , , lítio, Medicamentos com outras interações O uso concomitante de valproato de sódio e amitriptilina raramente foi associado com toxicidade.",0,fonte2,automatica,0.85
vfend,varfarina,"Recomenda-se monitoração cuidadosa do tempo de protrombina (exame de coagulação), quando a varfarina e o voriconazol forem coadministrados.",1,fonte2,automatica,0.65
vfend,acenocumarol,"No uso com anticoagulantes orais os pacientes recebendo derivados cumarínicos (ex. femprocumona, acenocumarol) que forem tratados simultaneamente com Vfend , o tempo de protrombina (tempo de coagulação do sangue) deve ser monitorado em curtos intervalos de tempo e o regime posológico dos anticoagulantes deve ser ajustado apropriadamente.",1,fonte2,automatica,0.65
vfend,anticoagulantes,"No uso com anticoagulantes orais os pacientes recebendo derivados cumarínicos (ex. femprocumona, acenocumarol) que forem tratados simultaneamente com Vfend , o tempo de protrombina (tempo de coagulação do sangue) deve ser monitorado em curtos intervalos de tempo e o regime posológico dos anticoagulantes deve ser ajustado apropriadamente.",1,fonte2,automatica,0.65
vfend,ibuprofeno,Recomenda-se ajuste de dose de alcaloides da vinca (ex. vincristina e vinblastina) seja considerado na coadministração com Vfend Recomenda-se frequentemente monitoramento de eventos adversos e toxicidade relacionada aos AINES (anti-inflamatório não esteroidais (ex. ibuprofeno e diclofenaco).,1,fonte2,automatica,0.65
vfend,aines,Recomenda-se ajuste de dose de alcaloides da vinca (ex. vincristina e vinblastina) seja considerado na coadministração com Vfend Recomenda-se frequentemente monitoramento de eventos adversos e toxicidade relacionada aos AINES (anti-inflamatório não esteroidais (ex. ibuprofeno e diclofenaco).,1,fonte2,automatica,0.65
vfend,aine,O ajuste de dose do AINE pode ser necessário.,1,fonte2,automatica,0.65
vfend,omeprazol,"Quando o tratamento com Vfend for iniciado em pacientes que já estejam recebendo omeprazol, recomenda-se que a dose de omeprazol seja reduzida à metade.",1,fonte2,automatica,0.65
vibramicina,contraceptivos,"O uso concomitante de tetraciclinas e contraceptivos orais pode reduzir a eficácia dos anticoncepcionais (conhecidos popularmente como “pílulas”) e, portanto, um método contraceptivo adicional deve ser adotado se a paciente necessitar de tratamento com Vibramicina A Vibramicina interfere com o resultado de testes laboratoriais que utilizem fluorescência.",1,fonte2,automatica,0.65
vytorin,ciclosporina,"O risco de problemas musculares pode aumentar quando Vytorin é tomado ao mesmo tempo com qualquer um dos medicamentos ou substâncias relacionados abaixo, portanto é particularmente importante informar ao seu médico se você estiver tomando: Agentes antifúngicos (como itraconazol, posaconazol, cetoconazol ou voriconazol), inibidores da protease do HIV (como indinavir, nelfinavir, ritonavir e saquinavir), agentes antivirais para hepatite C (tais como boceprevir, telaprevir, elbasvir ou grazoprevir); os antibióticos eritromicina, claritromicina, telitromicina e ácido fusídico; o antidepressivo nefazodona; medicamentos contendo cobicistate; ciclosporina; danazol; derivados do ácido fíbrico (como genfibrozila e ); amiodarona (um medicamento usado para tratar irregularidades do ritmo do coração), verapamil, diltiazem ou (medicamentos usados para tratar hipertensão, angina ou outras doenças do coração); lomitapida (um medicamento utilizado para tratar uma doença genética grave e rara de colesterol);",1,fonte2,automatica,0.65
vytorin,eritromicina,"O risco de problemas musculares pode aumentar quando Vytorin é tomado ao mesmo tempo com qualquer um dos medicamentos ou substâncias relacionados abaixo, portanto é particularmente importante informar ao seu médico se você estiver tomando: Agentes antifúngicos (como itraconazol, posaconazol, cetoconazol ou voriconazol), inibidores da protease do HIV (como indinavir, nelfinavir, ritonavir e saquinavir), agentes antivirais para hepatite C (tais como boceprevir, telaprevir, elbasvir ou grazoprevir); os antibióticos eritromicina, claritromicina, telitromicina e ácido fusídico; o antidepressivo nefazodona; medicamentos contendo cobicistate; ciclosporina; danazol; derivados do ácido fíbrico (como genfibrozila e ); amiodarona (um medicamento usado para tratar irregularidades do ritmo do coração), verapamil, diltiazem ou (medicamentos usados para tratar hipertensão, angina ou outras doenças do coração); lomitapida (um medicamento utilizado para tratar uma doença genética grave e rara de colesterol);",1,fonte2,automatica,0.65
vytorin,claritromicina,"O risco de problemas musculares pode aumentar quando Vytorin é tomado ao mesmo tempo com qualquer um dos medicamentos ou substâncias relacionados abaixo, portanto é particularmente importante informar ao seu médico se você estiver tomando: Agentes antifúngicos (como itraconazol, posaconazol, cetoconazol ou voriconazol), inibidores da protease do HIV (como indinavir, nelfinavir, ritonavir e saquinavir), agentes antivirais para hepatite C (tais como boceprevir, telaprevir, elbasvir ou grazoprevir); os antibióticos eritromicina, claritromicina, telitromicina e ácido fusídico; o antidepressivo nefazodona; medicamentos contendo cobicistate; ciclosporina; danazol; derivados do ácido fíbrico (como genfibrozila e ); amiodarona (um medicamento usado para tratar irregularidades do ritmo do coração), verapamil, diltiazem ou (medicamentos usados para tratar hipertensão, angina ou outras doenças do coração); lomitapida (um medicamento utilizado para tratar uma doença genética grave e rara de colesterol);",1,fonte2,automatica,0.65
vytorin,cetoconazol,"O risco de problemas musculares pode aumentar quando Vytorin é tomado ao mesmo tempo com qualquer um dos medicamentos ou substâncias relacionados abaixo, portanto é particularmente importante informar ao seu médico se você estiver tomando: Agentes antifúngicos (como itraconazol, posaconazol, cetoconazol ou voriconazol), inibidores da protease do HIV (como indinavir, nelfinavir, ritonavir e saquinavir), agentes antivirais para hepatite C (tais como boceprevir, telaprevir, elbasvir ou grazoprevir); os antibióticos eritromicina, claritromicina, telitromicina e ácido fusídico; o antidepressivo nefazodona; medicamentos contendo cobicistate; ciclosporina; danazol; derivados do ácido fíbrico (como genfibrozila e ); amiodarona (um medicamento usado para tratar irregularidades do ritmo do coração), verapamil, diltiazem ou (medicamentos usados para tratar hipertensão, angina ou outras doenças do coração); lomitapida (um medicamento utilizado para tratar uma doença genética grave e rara de colesterol);",1,fonte2,automatica,0.65
vytorin,itraconazol,"O risco de problemas musculares pode aumentar quando Vytorin é tomado ao mesmo tempo com qualquer um dos medicamentos ou substâncias relacionados abaixo, portanto é particularmente importante informar ao seu médico se você estiver tomando: Agentes antifúngicos (como itraconazol, posaconazol, cetoconazol ou voriconazol), inibidores da protease do HIV (como indinavir, nelfinavir, ritonavir e saquinavir), agentes antivirais para hepatite C (tais como boceprevir, telaprevir, elbasvir ou grazoprevir); os antibióticos eritromicina, claritromicina, telitromicina e ácido fusídico; o antidepressivo nefazodona; medicamentos contendo cobicistate; ciclosporina; danazol; derivados do ácido fíbrico (como genfibrozila e ); amiodarona (um medicamento usado para tratar irregularidades do ritmo do coração), verapamil, diltiazem ou (medicamentos usados para tratar hipertensão, angina ou outras doenças do coração); lomitapida (um medicamento utilizado para tratar uma doença genética grave e rara de colesterol);",1,fonte2,automatica,0.65
warfarin,varfarina,"A varfarina interage com diversos grupos de medicamentos, diminuindo ou potencializando seus efeitos.",1,fonte2,automatica,0.65
warfarin,varfarina,"A atividade da varfarina pode ser potencializada por esteroides anabólicos (como: etilestranol, metandrostenolona, noretrandolona), amiodarona, amitriptilina/nortriptilina, azapropazona, , benzafibrato, cefamandol, , hidrato de coral, , ciprofloxacino, clofibrato, cotrimoxazol, , destropropoxifeno, destrotiroxina, , neomicina, feprazona, , oxifenilbutazona, fenformina, fenilbutazona, feniramidol, quinidina, salicilatos, tolbutamida, sulfonamidas (ex: sulfafenazol, sulfinpirazona), tamoxifeno, triclofos, diflunisal, , ácido mefenâmico, , sulindaco e, possivelmente, outros analgésicos anti-inflamatórios, , ácido nalidíxico, , tetraciclinas e outros antibióticos de largo espectro, , metilfenidato, , fármacos para tratamento de disfunções da tireoide e qualquer fármaco potencialmente tóxico ao fígado;",1,fonte2,automatica,0.65
warfarin,amiodarona,"A atividade da varfarina pode ser potencializada por esteroides anabólicos (como: etilestranol, metandrostenolona, noretrandolona), amiodarona, amitriptilina/nortriptilina, azapropazona, , benzafibrato, cefamandol, , hidrato de coral, , ciprofloxacino, clofibrato, cotrimoxazol, , destropropoxifeno, destrotiroxina, , neomicina, feprazona, , oxifenilbutazona, fenformina, fenilbutazona, feniramidol, quinidina, salicilatos, tolbutamida, sulfonamidas (ex: sulfafenazol, sulfinpirazona), tamoxifeno, triclofos, diflunisal, , ácido mefenâmico, , sulindaco e, possivelmente, outros analgésicos anti-inflamatórios, , ácido nalidíxico, , tetraciclinas e outros antibióticos de largo espectro, , metilfenidato, , fármacos para tratamento de disfunções da tireoide e qualquer fármaco potencialmente tóxico ao fígado;",1,fonte2,automatica,0.65
warfarin,varfarina,"Mulheres em uso de varfarina devem consultar o médico antes do uso concomitante de creme vaginal ou supositório de miconazol, pois pode haver potencialização do efeito anticoagulante;",1,fonte2,automatica,0.65
warfarin,varfarina,"Tanto a potencialização quanto a inibição do efeito anticoagulante têm sido relatadas com fenitoína, ACTH e corticosteroides; e o sulcralfato acarretam diminuição da atividade da varfarina.",1,fonte2,automatica,0.65
warfarin,corticosteroides,"Tanto a potencialização quanto a inibição do efeito anticoagulante têm sido relatadas com fenitoína, ACTH e corticosteroides; e o sulcralfato acarretam diminuição da atividade da varfarina.",1,fonte2,automatica,0.65
welireg,contraceptivos,"Efeitos de belzutifano em outras drogas A coadministração de belzutifano com substratos da CYP3A4, incluindo contraceptivos hormonais, diminui a concentração dos substratos da CYP3A4, o que pode reduzir a eficácia destes substratos.",1,fonte2,automatica,0.65
wintomylon,varfarina,"O Ácido Nalidíxico pode aumentar os efeitos de orais, tais como a varfarina ou a bis-hidroxicumarina, pelo deslocamento de quantidade significativa desses medicamentos dos sítios de ligação na albumina sérica.",1,fonte2,automatica,0.65
