medicamento,secao,texto,classe_sugerida,confianca_heuristica,medicamentos_detectados,score_prioridade,classe_manual
prednisona,INTERAÇÕES  MEDICAMENTOSAS,"A coadministração de prednisona com inibidores potentes da CYP3A4 (por exemplo, produtos que contenham cetoconazol, itraconazol, claritromicina, ritonavir e cobicistate) pode levar ao aumento da concentração plasmática dos corticosteroides e possibilitar o aumento do risco de efeitos colaterais sistêmicos dos corticosteroides.",-1,-1.0,claritromicina; cetoconazol; itraconazol; corticosteroides,13.0,
valsartana besilato de anlodipino,INTERAÇÕES MEDICAMENTOSAS,"Entretanto, os inibidores fortes da CYP3A4 (por ex.: cetoconazol, itraconazol e ritonavir) podem aumentar as concentrações plasmáticas de anlodipino para uma extensão maior que diltiazem.",-1,-1.0,cetoconazol; itraconazol; anlodipino; diltiazem,13.0,
pantoprazol sódico sesqui-hidratado,INTERAÇÕES MEDICAMENTOSAS,"Os estudos de interação com fármacos que também são metabolizados com estas vias, como a carbamazepina, diazepam, glibenclamida, nifedipino, fenitoína e um contraceptivo oral contendo levonorgestrel e etinilestradiol, não se observaram interações clínicas significativas.",-1,-1.0,diazepam; carbamazepina; glibenclamida; nifedipino,13.0,
levetiracetam,INTERAÇÕES MEDICAMENTOSAS,"O efeito do levetiracetam sobre o probenecida não foi estudado e o efeito de levetiracetam sobre outros medicamentos secretad os ativamente, como por exemplo, AINEs, sulfonamidas e metotrexato é desconhecido. - Contraceptivos orais e outras interações farmacocinéticas Levetiracetam 1000 mg por dia não influenciou a farmacocinética dos contraceptivos orais (etinilestradiol e levonorgestrel); os parâmetros endócrinos (hormônio luteinizante e progesterona) não sofreram alteração.",-1,-1.0,probenecida; metotrexato; contraceptivos; aines,13.0,
levetiracetam,INTERAÇÕES MEDICAMENTOSAS,"INTERAÇÕES MEDICAMENTOSAS - Medicamentos antiepilépticos Dados indicam que levetiracetam não influencia as concentrações séricas de medicamentos antiepilépticos existentes (fenitoína, carbamazepina, ácido valproico, fenobarbital, lamotrigina, gabapentina e primidona) e que estes medicamentos antiepilépticos não influenciam a farmacocinética de levetiracetam.",-1,-1.0,carbamazepina; fenobarbital; gabapentina; valproico,13.0,
levetiracetam,INTERAÇÕES MEDICAMENTOSAS,"O efeito do levetiracetam sobre o probenecida não foi estudado e o efeito de levetiracetam sobre outros medicamentos secretad os ativamente, exemplo, AINEs, sulfonamidas e metotrexato é desconhecido. - Contraceptivos orais e outras interações farmacocinéticas Levetiracetam 1000 mg por dia não influenciou a farmacocinética dos contraceptivos orais (etinilestradiol e levonorgestrel); os parâmetros endócrinos (hormônio luteinizante e progesterona) não sofreram alteração.",-1,-1.0,probenecida; metotrexato; contraceptivos; aines,13.0,
cloridrato de tramadol diclofenaco sódico,INTERAÇÕES MEDICAMENTOSAS,"A administração concomitante de cloridrato de tramadol + diclofenaco sódic o e diuréticos poupadores de potáss io, ciclosporina, tacrolimo ou trimetoprima pode estar associada à níveis aumentados de potássico sérico, que, portanto, devem ser monitorados frequentemente . - Possível aumento do risco de nefrotoxicidade quando AINEs são administrados com tacrolimo . - Colestipol e colestiramina: estes agentes podem induzir um atraso ou diminuição da absorção do diclofenaco.",-1,-1.0,ciclosporina; tramadol; aines; colestipol,13.0,
sinvastatina,CONTRAINDICAÇÕES,"ADVERTÊNCIAS E PRECAUÇÕES, Gravidez e lactaç ão); • Administração concomitante de inibidores potentes do CYP3A4 (por exemplo, itraconazol, cetoconazol, posaconazol, voriconazo l, inibidores da protease do HIV, boceprevir, telaprevir, eritromicina, claritromicina, telitromicina, nefazodona e medicament os contendo cobicistate) (veja os itens 5.",-1,-1.0,eritromicina; claritromicina; cetoconazol; itraconazol,13.0,
sinvastatina,CONTRAINDICAÇÕES,"ADVERTÊNCIAS E PRECAUÇÕES, Gravidez e lactaç ão); • Administração concomitante de inibidores potentes do CYP3A4 (por exemplo, itraconazol, cetoconazol, posaconazol, voriconazo l, inibidores da protease do HIV, boceprevir, telaprevir, eritromicina, claritromicina, telitromicina, nefazodona e medicament os contendo cobicistate) (veja os itens 5.",-1,-1.0,eritromicina; claritromicina; cetoconazol; itraconazol,13.0,
domperidona,CONTRAINDICAÇÕES,"A administração concomitante de domperidona com inibidores potentes do CYP3A4 que demonstraram causar um prolongamento do intervalo QT, tais como claritromicina, eritromicina, Modelo de bula – Profissional domperidona 10 mg itraconazol, cetoconazol oral, posaconazol, ritonavir, saquinavir, telitromicina, telaprevir e voriconazol, é contraindicada (vide “Advertências e Precauções” e “Interações Medicamentosas”).",-1,-1.0,eritromicina; claritromicina; cetoconazol; itraconazol,13.0,
cloridrato de donepezila,ADVERTÊNCIAS E PRECAUÇÕES,"O metabolismo do cloridrato de donepezila não é alterado pela administração concomitante de digoxina, cimetidina, tioridazina, risperidona e sertralina.",-1,-1.0,sertralina; digoxina; risperidona; cimetidina,13.0,
dicloridrato de levocetirizina,INTERAÇÕES MEDICAMENTOSAS,"INTERAÇÕES MEDICAMENTOSAS Não foram realizados estudos de interação com a levocetirizina (incluindo estudos com indutores da CYP 3A4); estudos realizados com o composto racêmico cetirizina demonstraram que não havia interações clinicamente relevantes com antipirina, pseudoefedrina, cimetidina, cetoconazol, eritromicina, azitromicina, glipizida e diazepam.",-1,-1.0,eritromicina; diazepam; cetoconazol; cimetidina,13.0,
divalproato de sodio,INTERAÇÕES MEDICAMENTOSAS,"Deve- se considerar a diminuição da dose de amitriptilina/nortriptilina na presença de valproato. carbamazepina (CBZ)/carbamazepina -10,11- epóxido (CBZ -E): os níveis séricos de CBZ diminuíram 17% enquanto que os de CBZ -E aumentaram em torno de 45% na coadministração de valproato e CBZ em pacientes epilépticos. clonazepam: o uso concomitante de ácido valproico e de clonazepam pode induzir estado de ausência em pacientes com história desse tipo de crises convulsivas. diazepam: o valproato desloca o diazepam de seus locais de ligação à albumina plasmática e inibe seu metabolismo.",-1,-1.0,diazepam; clonazepam; carbamazepina; valproico,13.0,
mesilato de imatinibe,INTERAÇÕES MEDICAMENTOSAS,"Outras interações que podem afetar a exposição ao mesilato de imatinibe ou outros medicamentos Medicamentos que podem aumentar as concentrações plasmáticas de imatinibe: As substâncias que inibem a atividade da isoenzima CYP3A4 do citocromo P450 (ex.: cetoconazol, itraconazol, eritromicina, claritromicina) poderiam diminuir o metabolismo e aumentar as concentrações de imatinibe.",-1,-1.0,eritromicina; claritromicina; cetoconazol; itraconazol,13.0,
fosfato de sitagliptina,ADVERTÊNCIAS E PRECAUÇÕES,"Avaliação In Vivo de Interações Medicamentosas Efeito da Sitagliptina sobre Outros Fármacos Nos estudos clínicos, como se descreve a seguir, a sitagliptina não alterou significativamente a farmacocinética da metformina, da glibenclamida, da sinvastatina, da rosiglitazona, da varfarina ou dos anticoncepcionais orais, fornecendo evidências in vivo de baixa propensão a causar interações medicamentosas com substratos do citocromo P450 3A4, citocromo P450 2C8, citocromo P450 2C9 e do transportador orgânico catiônico (TOC).",-1,-1.0,varfarina; metformina; sinvastatina; glibenclamida,13.0,
fosfato de sitagliptina,ADVERTÊNCIAS E PRECAUÇÕES,"Os medicamentos avaliados foram aqueles comumente administrados a pacientes com diabetes mellitus tipo 2, inclusive agentes hipolipemiantes (por exemplo, vastatinas, fibratos, ezetimiba), agentes antiplaquetários (por exemplo, clopidogrel), anti -hipertensivos (por exemplo, inibidores da ECA, bloqueadores do receptor da angiotensina, betabloqueadores, bloqueadores dos canais de cálcio, hi droclorotiazida), analgésicos e anti-inflamatórios não -esteroides (por exemplo, naproxeno, diclofenaco, celecoxibe), antidepressivos (por exemplo., bupropiona, fluoxetina, sertralina), anti -histamínicos (por exemplo, cetirizina), inibidores da bomba de prótons (por exemplo, omeprazol, lansoprazol) e medicamentos para disfunção erétil (por exemplo, sildenafila).",-1,-1.0,omeprazol; fluoxetina; sertralina; fibratos,13.0,
cloridrato de lurasidona,INTERAÇÕES MEDICAMENTOSAS,"A coadministração de lurasidona com medicamentos inibidores moderados da CYP3A4 (ex: diltiazem, eritromicina, fluconazol, verapamil) podem aumentar a exposição a lurasidona.",-1,-1.0,eritromicina; fluconazol; diltiazem; verapamil,13.0,
cloridrato de metformina,INTERAÇÕES MEDICAMENTOSAS,"A coadministração de metformina com: - Substratos/inibidores de OCT1 (como verapamil) podem reduzir a eficácia de metformina. - Indutores do OCT1 (como a rifampicina) podem aumentar a absorção gastrointestinal e a eficácia. - Substratos/inibidores de OCT2 (como cimetidina, dolutegravir, crizotinibe, olaparibe, daclatasvir, vandetanibe) podem diminui r a eliminação renal da metformina e assim levar a uma concentração aumentada de metformina no plasma.",-1,-1.0,metformina; rifampicina; verapamil; cimetidina,13.0,
cimetidina,INTERAÇÕES MEDICAMENTOSAS,"A inibição dessas enzimas pode resultar em aumento dos níveis plasmát icos de certas drogas, incluindo anticoagulantes cu marínicos (por exemplo, varfarina), antidepressivos tricíclicos (como amitriptilina), a ntiarrítmicos classe I (por exemplo, lidocaína, qui nidina), bloqueadores de canais de cálcio (como diltiazem), sulfonilureias (por exemplo, glip izida), fenitoína, teofilina, metoprolol, ciclospor ina, tacrolimus e diazepam; 2) Inibição da secreção tubular renal, via transpor te catiônico orgânico (TCO) de proteínas.",-1,-1.0,varfarina; diazepam; diltiazem; anticoagulantes,13.0,
fluconazol,INTERAÇÕES MEDICAMENTOSAS,"Podem ser necessários ajustes da dose da carbamazepina depe ndendo de deter minações da concentração/efeito ; – Bloqueadores do canal de cálcio: determinados antagonistas de canal de cálcio di -hidropiridínicos (nifedipino, isradipino, anlodipino , verapamil e felodipino) são metabolizados pela CYP3A4.",-1,-1.0,carbamazepina; nifedipino; anlodipino; verapamil,13.0,
pratifolin,INTERAÇÕES MEDICAMENTOSAS,"INTERAÇÕES MEDICAMENTOSAS Interação ácido fólico – medicamentos Fenitoína, fenobarbital, primidona, aspirina, colestipol, cicloserina, metotrexato e enzimas pancreáticas reduzem os níveis d e ácido fólico, enquanto que o ácido aminosalicílico, antiácidos, co lestiramina, estrogênios, bloqueadores H 2 e a carbamazepina reduzem sua absorção.",-1,-1.0,carbamazepina; metotrexato; fenobarbital; colestipol,13.0,
estolato de eritromicina,INTERAÇÕES MEDICAMENTOSAS,"Há relatos de elevações de concentrações séricas das seguintes drogas, quando administradas concomitantemente com a eritromicina: carbamazepina, ciclosporina, hexobarbital, fenitoína, alfentanil, disopiramida, inibidores da HMG -CoA redutase tais como sinvastatina, lovastatina e bromocriptina.",-1,-1.0,ciclosporina; eritromicina; sinvastatina; carbamazepina,13.0,
cloridrato de metformina,INTERAÇÕES MEDICAMENTOSAS,"A coadministração de metformina com: − Substratos/inibidores de OCT1 (como verapamil) pod em reduzir a eficácia de metformina; − Indutores do OCT1 (como a rifampicina) podem aumen tar a absorção gastrointestinal e a eficácia; − Substratos/inibidores de OCT2 (como cimetidina, do lutegravir, crizotinibe, olaparibe, daclatasvir, va ndetanibe) podem diminuir a eliminação renal da metformina e assim levar a uma concentração aumentada de metformina no plasma.",-1,-1.0,metformina; rifampicina; verapamil; cimetidina,13.0,
pantoprazol,INTERAÇÕES MEDICAMENTOSAS,"Os estudos de interação com fármacos que também são metabolizados com estas vias, como a carbamazepina, diazepam, glibenclamida, nifedipino, fenitoína e um contraceptivo oral contendo levonorgestrel e etinilestradiol, não se observaram interações clínicas significativas.",-1,-1.0,diazepam; carbamazepina; glibenclamida; nifedipino,13.0,
cloridrato de memantina,INTERAÇÕES MEDICAMENTOSAS,"Existe um relato de caso clínico publicado sobre um possível risco da combinação da memantina com a fenitoína. - Outras substâncias ativas como cimetidina, ranitidina, procainamida, quinidina, quinina e nicotina, que utilizam o mesmo sist ema de transporte renal de cátions que a amantadina, também poderão interagir com a memantina levando a um risco potencial de aument o dos seus níveis séricos. - É possível que haja uma redução dos níveis séricos da hidroclorotiazida (HCT) quando esta, ou qualquer combinação contendo hidroclorotiazida, é administrada concomitantemente com a memantina. - Na experiência pós -comercialização foram notificados casos isolados de aumento da relação normalizada internacional (RNI) em pacientes tratados concomitantemente com varfarina.",-1,-1.0,varfarina; hidroclorotiazida; cimetidina; ranitidina,13.0,
cloridrato de sertralina,INTERAÇÕES MEDICAMENTOSAS,"Entretanto, em 3 estudos formais de interação com diazepam, tolbutamida e varfarina respectivamente, a sertralina não apresentou efeitos significantes na ligação do substrato às proteínas (vide varfarina e interações com outros fármacos ). - medicamentos que afetam a função plaquetária: o risco de sangramento pode ser aumentado quando medicamentos que atuam na função plaquetária (ex: AINEs, ácido acetilsalicílico, heparina e ticlopidina) ou outros medicamentos que possam aumentar o risco de sangramento são administrados concomitantemente com ISRSs, incluindo sertralina (vide ADVERTÊNCIAS E PRECAUÇÕES ). - varfarina: a coadministração de 200 mg diários de sertralina com varfarina resultou em um aumento pequeno, mas estatisticamente significante, no tempo de protrombina; a significância clínica deste fato é desconhecida.",-1,-1.0,varfarina; sertralina; diazepam; aines,13.0,
leflunomida,INTERAÇÕES MEDICAMENTOSAS,"Para outros substratos da BCRP (por exemplo, metotrexato, topotecana, sulfassalazina, daunorrubicin a, doxorrubicina) e da família da OATP especialmente os inibidores da HMG -CoA redutase (por exemplo, sinvastatina, atorvastatina, pravastatina, metotrexato, nateglinida, repaglinida, rifampicina) a administração concomitante também deve ser feita com caute la.",-1,-1.0,sinvastatina; atorvastatina; metotrexato; rifampicina,13.0,
leflunomida,INTERAÇÕES MEDICAMENTOSAS,"Para outros substratos da BCRP (por exemplo, metotrexato, topotecana, sulfassalazina, daunorrubicina, doxorrubicina) e da família da OATP especialmente os inibidores da HMG -CoA redutase (por exemplo, sinvastatina, atorvastatina, pravastatina, metotrexato, nateglinida, repaglinida, rifampicina) a administração concomitante também deve ser feita com cautel a.",-1,-1.0,sinvastatina; atorvastatina; metotrexato; rifampicina,13.0,
leflunomida,INTERAÇÕES MEDICAMENTOSAS,"Para outros substratos da BCRP (por exemplo, metotrexato, topotecana, sulfassalazina, daunorrubici na, doxorrubicina) e da família da OATP especialmente os inibidores da HMG -CoA redutase (por exemplo, sinvastatina, atorvastatina, pravastatina, metotrexato, nateglinida, repaglinida, rifampicina) a administração concomitante também deve ser feita com caut ela.",-1,-1.0,sinvastatina; atorvastatina; metotrexato; rifampicina,13.0,
